[-t, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/train.arff, -T, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/test.arff, -K, 2, -S, SKDB_R, -I, 10, -L, 2, -E, 2]
Dataset : train
data size 	14305
Attribute size 	1503
class size 	2

Started learning
The 0th SKDB classifier has been built and smoothed
The 1th SKDB classifier has been built and smoothed

Started testing
testID:	Prob(0)	Prob(1)	Prediction	TrueClass
test example 3934:	 0.983	 0.017	0	0
test example 3935:	 0.455	 0.545	1	0
test example 3936:	 0.937	 0.063	0	0
test example 3937:	 0.982	 0.018	0	0
test example 3938:	 0.865	 0.135	0	0
test example 3939:	 0.995	 0.005	0	0
test example 3940:	 0.907	 0.093	0	0
test example 3941:	 0.986	 0.014	0	0
test example 3942:	 0.993	 0.007	0	0
test example 3943:	 0.963	 0.037	0	0
test example 3944:	 0.988	 0.012	0	0
test example 3945:	 0.994	 0.006	0	0
test example 3946:	 0.882	 0.118	0	0
test example 3947:	 0.996	 0.004	0	0
test example 3948:	 0.445	 0.555	1	0
test example 3949:	 0.986	 0.014	0	0
test example 3950:	 0.997	 0.003	0	0
test example 3951:	 0.994	 0.006	0	0
test example 3952:	 0.991	 0.009	0	0
test example 3953:	 0.985	 0.015	0	0
test example 3954:	 0.929	 0.071	0	0
test example 3955:	 0.984	 0.016	0	0
test example 3956:	 0.993	 0.007	0	0
test example 3957:	 0.956	 0.044	0	1
test example 3958:	 0.878	 0.122	0	0
test example 3959:	 0.244	 0.756	1	1
test example 3960:	 0.991	 0.009	0	0
test example 3961:	 0.944	 0.056	0	0
test example 3962:	 0.985	 0.015	0	0
test example 3963:	 0.879	 0.121	0	0
test example 3964:	 0.994	 0.006	0	0
test example 3965:	 0.997	 0.003	0	0
test example 3966:	 0.993	 0.007	0	0
test example 3967:	 0.973	 0.027	0	0
test example 3968:	 0.994	 0.006	0	0
test example 3969:	 0.977	 0.023	0	0
test example 3970:	 0.999	 0.001	0	0
test example 3971:	 0.902	 0.098	0	0
test example 3972:	 0.996	 0.004	0	0
test example 3973:	 0.95 	 0.05 	0	0
test example 3974:	 0.989	 0.011	0	0
test example 3975:	 0.913	 0.087	0	0
test example 3976:	 0.996	 0.004	0	0
test example 3977:	 0.992	 0.008	0	0
test example 3978:	 0.954	 0.046	0	0
test example 3979:	 0.977	 0.023	0	0
test example 3980:	 0.976	 0.024	0	0
test example 3981:	 0.887	 0.113	0	1
test example 3982:	 0.993	 0.007	0	0
